,name,new_price,old_price,discount,rating,votes
1038,"Elegant Set 6Pc Medium Size Diamond Water, Juice Glasses","KSh 1,499","KSh 2,500",40%,4.7 out of 5,4.7 out of 5(3)
1039,Wahl Electric Shaver Sure Cut Trimmer Wahl Shaving Machine Clipper,"KSh 5,997","KSh 7,500",20%,5 out of 5,5 out of 5(3)
1040,Christmas Xmas Globe String Lights White Ball Fairy Remote Controlled,"KSh 1,899",,,3.6 out of 5,3.6 out of 5(8)
1041,Mabox Vitamin C Face Serum + Mabox Retinol Moisturizer Cream Serum,"KSh 2,099","KSh 3,499",40%,4.4 out of 5,4.4 out of 5(14)
1042,1.4L Oil Strainer / Oil Filter / Oil Sieve Container Jar,"KSh 1,466",,,5 out of 5,5 out of 5(1)
1043,Cream Curtains 2Pc 1.5M Each + FREE SHEER,"KSh 3,499 - KSh 6,999","KSh 4,000 - KSh 7,000",13%,4.8 out of 5,4.8 out of 5(23)
1044,Fashion 2pcs Stainless Steel Gold Ball Nose Stud Ring Jewelry Piercing,KSh 499,KSh 680,27%,5 out of 5,5 out of 5(2)
1045,Fashion 2-Piece Suit/Short Sleeved Shirt,"KSh 5,000 - KSh 5,200","KSh 6,000",17%,4 out of 5,4 out of 5(2)
1046,5V 3A Charger Head Digital Display High Compatibility-White,KSh 464,KSh 928,50%,3.8 out of 5,3.8 out of 5(23)
1047,Snail Collagen Soothing Gel - 300ml,"KSh 745 - KSh 1,800","KSh 950 - KSh 2,000",22%,,
1048,2PCS  Universal Breathable Ultra-thin Game Controller Fingertips Sleeves Thumb Gloves For Gamer,KSh 85,KSh 153,44%,4.3 out of 5,4.3 out of 5(3)
1049,TP Link Tp - Link 300mbps Wireless Wifi Router- Recommend,"KSh 2,499","KSh 3,500",29%,4.5 out of 5,4.5 out of 5(4)
1050,UNCOVER Sheet Mask: I Am Cool – Aloe Vera,KSh 315,KSh 350,10%,4.6 out of 5,4.6 out of 5(448)
1051,Fashion 1 PC Soft Velvet Woolen Duvet-Nice Feel Durable Duvet Blanket 6 By 6,"KSh 2,995","KSh 4,850",38%,5 out of 5,5 out of 5(2)
1052,Double Adjustable Curtain Rod-GOLD,"KSh 1,190 - KSh 2,790","KSh 1,999 - KSh 2,999",40%,4.4 out of 5,4.4 out of 5(37)
1053,TP-Link WiFi Repeater Booster And Extender - 300Mbps,"KSh 4,300","KSh 6,500",34%,,
1054,Rosy Liquid Hand Wash Soap Fresh Flowers 500ml With Flip Top,KSh 95,,,4.4 out of 5,4.4 out of 5(86)
1055,Dark Grey Stripped Bedsheet Set 4 Pcs (2 Bedsheets & 2 Pillowcases),"KSh 2,999 - KSh 3,199","KSh 3,300 - KSh 3,500",9%,5 out of 5,5 out of 5(2)
1056,Sheer Generic Ready Made Window Door Sheers 1Piece White,KSh 900,"KSh 1,200",25%,,
1057,Eye Lash Adhesive Glue Dark Tone Eye Lashes Glue,KSh 180,KSh 250,28%,4.3 out of 5,4.3 out of 5(6)
1058,Good Partner Pvc Travelling Suitcase,"KSh 5,988",,,,
1059,L.A. Girl High Definition Concealer Pro Conceal - Medium Bisque,KSh 209,KSh 450,54%,3.5 out of 5,3.5 out of 5(2)
1060,"Stickie Art Not Canvas Printed Wall Art- Decorated,7 PIECE Home Décor","KSh 1,899","KSh 3,500",46%,4.2 out of 5,4.2 out of 5(9)
1061,Zoe African Cocoa Butter Lotion-200Ml,KSh 150,,,4.3 out of 5,4.3 out of 5(6)
1062,Fashion Bracelet Iced Out Bracelet Classy Bracelet Quality Bracelet,KSh 649,"KSh 1,200",46%,3 out of 5,3 out of 5(2)
1063,Hikvision Turbo HD Night Vision Dome CCTV (720P) +BNC FOC,"KSh 1,999","KSh 2,500",20%,4.7 out of 5,4.7 out of 5(3)
1064,3Pcs Soft Square Round Puff Sponge -Powder Foundation Makeup,KSh 155,KSh 200,23%,4.7 out of 5,4.7 out of 5(6)
1065,Fashion Elegant Body Shaper Jeans For Ladies - Navy Blue,KSh 999,"KSh 1,500",33%,2.7 out of 5,2.7 out of 5(3)
1066,14Pcs/Sheet Waterproof Nail Sticker 3D Full Cover Wrap-23#,KSh 125,KSh 250,50%,4 out of 5,4 out of 5(2)
1067,S Color GT10 PRO PC 10.1inch 5000mAh Tablet SIM 5G/WIFI/BT  8GB RAM + 512GB ROM,"KSh 19,997","KSh 24,999",20%,5 out of 5,5 out of 5(1)
1068,Bathroom/Kitchen/Toilet Corner Shelf Organizer,"KSh 860 - KSh 1,050","KSh 1,450",41%,3.7 out of 5,3.7 out of 5(15)
1069,Continental ASPARAGUS UC72,KSh 350 - KSh 600,KSh 500 - KSh 850,30%,5 out of 5,5 out of 5(1)
1070,Fashion Unisex Black Leather Cap,KSh 549,KSh 600,9%,4.3 out of 5,4.3 out of 5(12)
1071,Tanqueray Tanqueray Blackcurrant Royale - 700ml,"KSh 2,640","KSh 2,880",8%,4 out of 5,4 out of 5(4)
1072,Phelistar High Gain Outdoor TV Antenna Aerial For DVBT2 HDTV,KSh 885,"KSh 1,150",23%,4.4 out of 5,4.4 out of 5(60)
1073,Hemani FENUGREEK ESSENTIAL OIL,KSh 799,"KSh 1,100",27%,4.2 out of 5,4.2 out of 5(29)
1074,Fashion No Show Ankle Silk Socks - 6 Pairs,KSh 469,KSh 550,15%,4.6 out of 5,4.6 out of 5(5)
1075,Zoe Strawberry Kisses Lotion-400ml,KSh 260,,,4.3 out of 5,4.3 out of 5(13)
1076,USB Extension/Extender Cable,KSh 190 - KSh 950,"KSh 380 - KSh 1,380",50%,4.4 out of 5,4.4 out of 5(12)
1077,"Dudu-Osun African Black Soap - For Eczema, Acne, Freckles, Dark Spots.",KSh 398,KSh 500,20%,4 out of 5,4 out of 5(4)
1078,"Samsung Galaxy A04e, 6.5"", 32GB + 3GB RAM (Dual SIM), 5000mAh, Copper","KSh 15,799",,,4.5 out of 5,4.5 out of 5(2)
1079,Mara Licorice Powder 100g,KSh 650,KSh 800,19%,4.3 out of 5,4.3 out of 5(48)
1080,Fashion Women Lady Elegant Rhinestone Flower Ear Stud-Black,KSh 89,KSh 178,50%,4.2 out of 5,4.2 out of 5(9)
1081,Fashion Pure Cotton Black Polo T-shirt,KSh 989,"KSh 1,000",1%,3.9 out of 5,3.9 out of 5(12)
1082,"Velvet 6x6,Luxurious Heavy 4 Pack Duvet,1 Bedsheet & 2 Pillowcases","KSh 4,380","KSh 5,000",12%,3.8 out of 5,3.8 out of 5(4)
1083,"Luodais Cocoesl Noir Hair Spray Perfume,Hair Serum & Hair Treatment-80ml",KSh 380,KSh 700,46%,5 out of 5,5 out of 5(1)
1084,Type C To HDMI 3 In 1 USB 3.0 Multiport Adapter,"KSh 1,700","KSh 2,500",32%,2 out of 5,2 out of 5(2)
1085,Barksdale USB Data External HDD Hard Drive Disk Cable Blue,KSh 279,KSh 339,18%,4.1 out of 5,4.1 out of 5(13)
1086,Naughty Dog The Last Of Us Part 2,"KSh 3,440","KSh 5,000",31%,4.9 out of 5,4.9 out of 5(16)
1087,"Nokia C32, 6.5"" Display, 64GB ROM + Up To 7GB RAM, (Dual Sim), 50MP Camera + Free Gifts","KSh 17,899","KSh 19,999",11%,5 out of 5,5 out of 5(1)
1088,Oblong/Square New Generation Number Plates Holders,"KSh 2,900","KSh 4,500",36%,4.5 out of 5,4.5 out of 5(4)
1089,GX fresh Shower Gel 5 Liter,"KSh 1,699",,,4.8 out of 5,4.8 out of 5(5)
1090,Moroccan Argan Oil Natural Morrocan Argan Oil Vitamin C & E Included,KSh 699,KSh 999,30%,3.8 out of 5,3.8 out of 5(4)
1091,Mortein Doom All Insect Killer Spray- 100ml.,KSh 550,"KSh 1,000",45%,,
1092,Sollatek 30AMP(AVS30) Over & Under Power Voltage Protection Regulators,"KSh 2,850","KSh 5,500",48%,3.7 out of 5,3.7 out of 5(3)
1093,"Sundown Naturals Essential Zinc 50mg -  Antioxidant & Immune Support, Ensures Healthy Aging. Healthy Skin, May Reduce Acne","KSh 2,390","KSh 2,995",20%,4.7 out of 5,4.7 out of 5(3)
1094,Cute Shaggy Bedside Blanket Floor Mat Carpet-Dark Gray,KSh 654,"KSh 1,308",50%,1 out of 5,1 out of 5(2)
1095,Nunix 5.1 Deluxe Home Theatre System 9090A,"KSh 14,885","KSh 20,000",26%,5 out of 5,5 out of 5(1)
1096,"Portable Laptop Stand, Macbook Metallic In Material Foldable","KSh 1,500","KSh 2,000",25%,4.3 out of 5,4.3 out of 5(7)
1097,Advance 64GB Flash Disk + Strong Bass Earphones + 32gb Memory Card,"KSh 1,400","KSh 1,800",22%,,
1098,"Fashion Soft khaki Trousers Slim Fit Stretcher Beige,Brown&Blue","KSh 3,199 - KSh 3,299","KSh 3,239 - KSh 6,000",47%,4.7 out of 5,4.7 out of 5(7)
1099,Fashion 6 Pack Kids Cotton Panties Girls Cotton Panties,KSh 640,"KSh 1,099",42%,4.7 out of 5,4.7 out of 5(3)
1100,"DOUBLE SIDED BLACK HANDLE HAIR RAZOR CUTTING, THINNING COMB",KSh 550,,,4.1 out of 5,4.1 out of 5(12)
1101,Fashion Invisible No Show Non-slip Liner Socks-,KSh 270 - KSh 799,"KSh 300 - KSh 1,000",21%,3.9 out of 5,3.9 out of 5(8)
1102,North Star Blue Bata Bullets,KSh 799,,,2.3 out of 5,2.3 out of 5(3)
1103,Pyary Ayurvedic Tumeric Soap 12 Pcs,"KSh 2,000",,,,
1104,Japanese  Matcha Chasen Bamboo Tea Whisk Tea Ceremony,"KSh 1,188 - KSh 1,210","KSh 1,426 - KSh 1,694",29%,,
1105,Glass Jar Oil Bottle Vinegar Dispenser Bottle.,"KSh 1,396","KSh 1,450",4%,,
1106,Leather Card Wallet Flip Cover For Infinix Hot 30i,"KSh 1,220","KSh 2,035",40%,,
1107,AFRICAN PRIDE Shea Miracle Moisture Intense Formula Leave-in Conditioner- 425g.,"KSh 1,299",,,4.6 out of 5,4.6 out of 5(5)
1108,HOMMY 3D CARPETS,"KSh 4,000","KSh 7,000",43%,3.7 out of 5,3.7 out of 5(3)
1109,Jumia Books The Wall Speaks,KSh 800,"KSh 1,600",50%,5 out of 5,5 out of 5(1)
1110,Sony PS4 UFC 4,"KSh 3,670","KSh 5,500",33%,5 out of 5,5 out of 5(1)
1111,Nunix 2 Burner Glass Table Cooker + Free GasPipe + 13KGRegulator,"KSh 6,000",,,4 out of 5,4 out of 5(9)
1112,"Back Cover Samsung Galaxy A03 Core+ Gifts Watch,Ring, Selfie Stick,Otg",KSh 799,"KSh 1,500",47%,5 out of 5,5 out of 5(3)
1113,Samsung 35W PD USB Type C - Type C Fast Charger DUO Travel Adapter FOR  S22 S21 S20 S10,"KSh 1,950","KSh 2,750",29%,4.4 out of 5,4.4 out of 5(34)
1114,Fashionable Duvet Cover Set With Matching Curtains,"KSh 3,800","KSh 4,200",10%,1 out of 5,1 out of 5(1)
1115,Oilyssa Extra Virgin Olive Oil (Cold Pressed) - 250ml Glass,KSh 790,,,4.3 out of 5,4.3 out of 5(7)
1116,"Tecno Pop 7 Pro,  6.6"" 3GB + 64GB, 13MP Camera, 5000mAh, Black + Smart Watch & Earbuds","KSh 14,699","KSh 18,999",23%,5 out of 5,5 out of 5(1)
1117,Velvex Ultra Toilet Paper White 3 Ply 9 Pack,KSh 800,,,4.8 out of 5,4.8 out of 5(29)
1118,HP 32GB Flash Disk -Silver + Free 4 Way Power Extension Cable,"KSh 1,300","KSh 1,500",13%,5 out of 5,5 out of 5(1)
1119,"14-43"" Wall Mount Bracket + Free 4 Way Extension",KSh 690,"KSh 1,000",31%,,
1120,Charger USB Data Cable Compatible With IPhone/iPad,KSh 250,KSh 450,44%,3.8 out of 5,3.8 out of 5(15)
1121,MK Electronics TV Guard + 4 Way Socket Extension + FREE 1.5M HDMI,"KSh 1,050","KSh 1,900",45%,4.4 out of 5,4.4 out of 5(36)
1122,"Fashion 3 Pack Of Men's Formal Trousers - Black, Grey, & Navy Blue","KSh 3,899","KSh 6,000",35%,4 out of 5,4 out of 5(28)
1123,Maybelline SuperStay 30H Active Wear Foundation- 63 CAPPUCCINO,"KSh 2,400",,,4.4 out of 5,4.4 out of 5(52)
1124,16 Pcs Drill Bits Set Metal&cement&wood HSS Twist Drill Bits Stands,KSh 799,"KSh 1,200",33%,4.2 out of 5,4.2 out of 5(16)
1125,"Itel A18, 5.0"" Display, 32GB ROM +1GB RAM (Dual Sim) 2400mAh - Gray","KSh 6,799","KSh 9,999",32%,4.4 out of 5,4.4 out of 5(8)
1126,"13 Inch Ring Light + 2M Stand,Gift:Mic+Remote+Clip","KSh 2,700","KSh 5,400",50%,4.5 out of 5,4.5 out of 5(35)
1127,"Roch RWM-10TTR-J Semi-Automatic Washing Machine, 10kgs - White","KSh 27,999","KSh 30,999",10%,4.8 out of 5,4.8 out of 5(28)
1128,Bathroom/Kitchen/Toilet Corner Shelf Organizer,KSh 825,,,4.1 out of 5,4.1 out of 5(27)
1129,4you QUALITY 1500W 2.0L Electric Kettle 360⁰ Water Heater Boiler Jug,KSh 929,"KSh 1,499",38%,4.3 out of 5,4.3 out of 5(7)
1130,Hot Glue Gun Professional Hot Melt Glue Gun 20 W + 10 Glue Sticks Free,KSh 849,"KSh 1,200",29%,4.2 out of 5,4.2 out of 5(23)
1131,Fashion 2PCS Set Of Highwaist Soft Cotton Stretch Ladies Biker Short Tight+Matching Top,KSh 945,"KSh 1,600",41%,3.6 out of 5,3.6 out of 5(10)
1132,Garnier Micellar Water Sensitive Skin - 100ml,KSh 495,,,4.4 out of 5,4.4 out of 5(474)
1133,Electric Hair Straightener Brush Iron Hot Comb,"KSh 1,400","KSh 2,800",50%,4 out of 5,4 out of 5(5)
1134,"Vitron 22"" Inch AC/DC Digital LED TV + Inbuilt Decoder","KSh 7,996","KSh 9,000",11%,3.5 out of 5,3.5 out of 5(15)
1135,"Scarlet 7 Speed Hand Mixer With Bowl,Egg Beater Whisk Cake Baking","KSh 1,890","KSh 3,500",46%,4.7 out of 5,4.7 out of 5(6)
1136,Fashion 4 In 1 PU Leather Mens Bracelets Retro Braided Adjustable Hand Bracelet,KSh 357,KSh 700,49%,3.8 out of 5,3.8 out of 5(26)
1137,calabaza Sea Moss[seaweed]60 Capsules,KSh 750,"KSh 1,200",38%,4.2 out of 5,4.2 out of 5(54)
1138,Car Stereo Player FM Radio Dual USB LCD,"KSh 2,399","KSh 3,616",34%,3.6 out of 5,3.6 out of 5(18)
1139,"TCL 43P635,43” Smart UHD 4K With HDR Google TV Frameless – 2023","KSh 40,599","KSh 59,000",31%,5 out of 5,5 out of 5(5)
1140,Sticky Glue Pest Insects Ribbon Fly Catcher Traps,KSh 285 - KSh 685,KSh 485 - KSh 950,41%,4.3 out of 5,4.3 out of 5(4)
1141,Fashion Mens Sneakers Mens Fashion Sneakers Mens Shoes Casual Shoes -Black,"KSh 1,390","KSh 1,900",27%,3.9 out of 5,3.9 out of 5(17)
1142,"Fashion 2pcs Men's T-shirt+shorts, Men's Letter Printing Fashion Trend Sportswear Suit","KSh 1,290","KSh 1,990",35%,2 out of 5,2 out of 5(1)
1143,Fashion Style MEN DENIM JEANS SLIM FIT NON FADE JEANS,"KSh 1,999","KSh 2,700",26%,3.4 out of 5,3.4 out of 5(14)
1144,Waterproof Matress Protector And Cover,"KSh 2,275 - KSh 2,650","KSh 4,000 - KSh 5,200",50%,4.2 out of 5,4.2 out of 5(18)
1145,Mizani 25 Miracle Milk- Leave In Conditioner 250ml,"KSh 3,807","KSh 4,479",15%,4.6 out of 5,4.6 out of 5(47)
1146,Mosquito Net With Metallic Stand - CREAM,"KSh 1,470 - KSh 1,530","KSh 2,000",27%,3.8 out of 5,3.8 out of 5(96)
1147,"Fashion Silver Chain Necklace 24"" Long Cuban Curb Link",KSh 249,KSh 498,50%,4.1 out of 5,4.1 out of 5(82)
1148,Geisha Black Soap 225g,KSh 151,KSh 167,10%,4.9 out of 5,4.9 out of 5(7)
1149,Electric Multi-functional Food Processor - Meat Vegetable Chopper 2L,"KSh 1,699",,,4.3 out of 5,4.3 out of 5(7)
1150,4you Automatic Water Heater & Boiler Electric Kettle +free Gifts,"KSh 1,350","KSh 1,900",29%,3.9 out of 5,3.9 out of 5(14)
1151,Fashion All-match Men's Canvas Slip-on Peas Shoes,"KSh 1,044","KSh 1,568",33%,3.4 out of 5,3.4 out of 5(50)
1152,Mara Henna Powder-120 G,KSh 490,KSh 650,25%,4.7 out of 5,4.7 out of 5(49)
1153,Vobyl Spearmint Tea,KSh 750,KSh 800,6%,4.4 out of 5,4.4 out of 5(48)
1154,Fashion Mens Coats Casual Business Lightweight Jackets Zipper,"KSh 1,020","KSh 1,881",46%,4.2 out of 5,4.2 out of 5(14)
1155,AILYONS Silver & Black Cordless Stainless Steel Electric Kettle,KSh 959,"KSh 1,500",36%,4 out of 5,4 out of 5(34)
1156,USB Bluetooth Adapter Bluetooth Receiver Good Quality Bluetooth Dongle Adapter,KSh 499,KSh 650,23%,4.3 out of 5,4.3 out of 5(29)
1157,Fashion Unique Classic Men Laced Up Casual Canvas Sneaker Shoes- Brown,KSh 799,KSh 999,20%,3.5 out of 5,3.5 out of 5(2)
1158,Fashion Men Short Wallets Brown Horizontal Billfold Color Contrast Wallet Card Holder,KSh 299,KSh 499,40%,3.7 out of 5,3.7 out of 5(6)
1159,Fashion Mens Sneakers Mens Fashion Sneakers Outdoor Running Sneakers Classic Shoes,"KSh 1,340","KSh 1,550",14%,4.2 out of 5,4.2 out of 5(39)
1160,TC Egyptian White Stripped Cotton 4 Set Bedsheet Set,"KSh 1,779 - KSh 1,999","KSh 2,500 - KSh 3,100",36%,4.4 out of 5,4.4 out of 5(32)
1161,F9 Bluetooth Earbuds High Sound Quality Fingerprint Touch Pod,KSh 750,"KSh 1,000",25%,4 out of 5,4 out of 5(28)
1162,Bluetooth Earphone Wireless Four-generation,KSh 760,"KSh 1,045",27%,3.9 out of 5,3.9 out of 5(15)
1163,Fashion 4 In 1 Ladies Bags Backpacks Women Bags School Bags Satchels,KSh 899,"KSh 1,557",42%,3.3 out of 5,3.3 out of 5(82)
1164,"The Ordinary Glycolic Acid 7% Toning Solution - Exfoliate，Brighten, And Rejuvenate Your Skin","KSh 1,235","KSh 2,000",38%,4.3 out of 5,4.3 out of 5(21)
1165,Lenovo XT88 Bluetooth 5.3 Earbuds Earphones Headset,"KSh 1,398","KSh 1,999",30%,4.4 out of 5,4.4 out of 5(92)
1166,TWS F9-5 TWS Wireless Earphones Touch Control 8D HiFi Sound Headsets Noise Cancelling HD Binaural Call Earbuds With Magnetic Charging Case Digital Power Display,KSh 799,"KSh 1,500",47%,4.1 out of 5,4.1 out of 5(135)
1167,Premier PM-90 Single Door Fridge – 90L,"KSh 18,499","KSh 19,620",6%,3.5 out of 5,3.5 out of 5(2)
1168,Samsung 64GB 10 SD TF Memory Card - Black,KSh 849,"KSh 1,299",35%,4 out of 5,4 out of 5(25)
1169,Soft Tie-Dye Carpet Floor Mat Fluffy Antiskid-Light Grey,KSh 507,KSh 994,49%,3.1 out of 5,3.1 out of 5(7)
1170,"Vitron 43"" Inch Frameless FHD Smart Android TV Inbuilt Decoder+FREE Bracket+Flash Disk","KSh 24,299","KSh 29,000",16%,4.2 out of 5,4.2 out of 5(197)
1171,1 Pair Women Ring Lady Wedding Ring,KSh 246,KSh 492,50%,4.7 out of 5,4.7 out of 5(11)
1172,Mara Activated Charcoal 250g,KSh 450,KSh 500,10%,4.6 out of 5,4.6 out of 5(41)
1173,Hikers Microwave Oven –KE-MOS20LG-Digital 20 Litres – Silver 20L 700W,"KSh 7,499","KSh 14,899",50%,4.5 out of 5,4.5 out of 5(8)
1174,Fashion Jeans Comfortable Slim Fit Casual & Formal Men's - Blue,"KSh 1,699","KSh 3,000",43%,3.9 out of 5,3.9 out of 5(210)
1175,Neoprene  Corset Belt Body Shaper Slimming Shaper,"KSh 1,477 - KSh 1,586","KSh 1,773 - KSh 2,379",33%,3.4 out of 5,3.4 out of 5(68)
1176,"XIAOMI Redmi Note 12,6.67'',6GB+128GB, 50MP, Dual Sim, 33W Fast Charge-Ice Blue","KSh 25,999","KSh 35,999",28%,4.6 out of 5,4.6 out of 5(26)
1177,"XIAOMI Redmi 12C, 6.71"", 3GB + 64GB, 50MP CAM, 5000mAh, Grey + Smart Watch & Earbuds","KSh 15,999","KSh 19,999",20%,4.1 out of 5,4.1 out of 5(126)
1178,Fashion Ladies Rugged Jeans Trousers-casual Wear,"KSh 1,470 - KSh 1,570","KSh 2,000",27%,4.4 out of 5,4.4 out of 5(11)
1179,Geemy Professional Hair Clipper /Shaving Machine-Kinyozi,"KSh 1,170","KSh 1,800",35%,3.8 out of 5,3.8 out of 5(418)
1180,Fashion 12Pcs Makeup Brushes Get 1 Free Poratable Organize Bag-Pink,KSh 799,"KSh 1,500",47%,4.6 out of 5,4.6 out of 5(129)
1181,Nunix 2 Burner Infra-red Glass Tampered Table Top Burner,"KSh 4,299","KSh 6,000",28%,3.6 out of 5,3.6 out of 5(14)
1182,Fashion Tank Tops Thin Arm Vest Underwear Bra Ladies Clothing- White,KSh 499,KSh 720,31%,4.4 out of 5,4.4 out of 5(21)
1183,Fashion Ladies Casual Cossy  Boots-Black,"KSh 1,800","KSh 2,500",28%,4.6 out of 5,4.6 out of 5(25)
1184,Zip Lock Fridge Bags 25 Pieces Zip Bags - Reusable Bags,KSh 465 - KSh 625,"KSh 700 - KSh 1,200",48%,4.5 out of 5,4.5 out of 5(25)
1185,Fashion Mini Crossbody Shoulder Bag Brown,KSh 799,,,4.2 out of 5,4.2 out of 5(31)
1186,"Home Design ROTATING 14-55"" TILT MOVING WALL MOUNT BRACKET",KSh 915,"KSh 1,500",39%,4.4 out of 5,4.4 out of 5(9)
1187,300Mbps WiFi Wireless Repeater Wireless-N 802.11 AP Range Extender Mini Router,"KSh 1,700","KSh 3,200",47%,5 out of 5,5 out of 5(1)
1188,Fashion Ladies Rugged Jeans Elegant Body Shaper Jeans For Ladies,KSh 850 - KSh 959,"KSh 1,500",43%,3.6 out of 5,3.6 out of 5(9)
1189,Aichun Beauty Hips And Butt Enlargement Oil Buttocks Hip Lifting & Firming,KSh 330,KSh 650,49%,1.7 out of 5,1.7 out of 5(3)
1190,Amaze TV Guard With FREE 6 Way Extension,KSh 915,"KSh 1,600",43%,4.1 out of 5,4.1 out of 5(127)
1191,Yixin 3 PCS/Sets Tshirt T-shirt Men Wear Men Suit Men Coat Short Sleeve Two White And One Black,"KSh 1,299","KSh 1,599",19%,4.1 out of 5,4.1 out of 5(7)
1192,Boost Up Catalytic Converter Cleaner Auto Three-way Catalyst Engine Internal Exhaust Without Dismantling,"KSh 1,299","KSh 1,800",28%,4.4 out of 5,4.4 out of 5(9)
1193,Biaowang Great Quality Laptop Shoulder Bag/Side Bag - Black,"KSh 1,799","KSh 2,599",31%,4.6 out of 5,4.6 out of 5(55)
1194,Ceriotti Super GEK 3000 Blow Dry Hair Dryer - Black,"KSh 1,995","KSh 3,100",36%,4.4 out of 5,4.4 out of 5(111)
1195,Nova Hair Shaving Machine And Beard Trimmer (Rechargeable),KSh 580,KSh 600,3%,4 out of 5,4 out of 5(56)
1196,Nunix Pressure Cooker - Explosion Proof - 5 Litres - Silver,"KSh 2,699","KSh 3,999",33%,4.5 out of 5,4.5 out of 5(44)
1197,Byb * Made In Korea *  20g Nail Glue 401 Pedicure Manicure Accessories Nail Art Tools,KSh 279,KSh 558,50%,3.7 out of 5,3.7 out of 5(23)
1198,Qwen 64GB Memory Card High Speed -Blue,KSh 599,"KSh 1,000",40%,4.3 out of 5,4.3 out of 5(445)
1199,Jumia Books Atomic Habits By James Clear Business And Growth White,KSh 750,KSh 900,17%,4.4 out of 5,4.4 out of 5(11)
1200,Adidas Tensaur Sport Training Hook And Loop Shoes Kids,"KSh 6,509",,,4.8 out of 5,4.8 out of 5(28)
1201,4you Cordless Electric Kettle 2 Litres With FREE Extension Cable,"KSh 1,270","KSh 2,099",39%,4 out of 5,4 out of 5(66)
1202,Fashion Canvas Shoes Flats Woman Shoes Ladies Casual Shoes Walking Style Shoes-Black,KSh 599,"KSh 1,000",40%,4.1 out of 5,4.1 out of 5(15)
1203,6 Nozzles + Reusable Icing Cake Pastry Piping Bag,KSh 430,KSh 599,28%,4.1 out of 5,4.1 out of 5(21)
1204,Mabox Anti-acne Vitamin C Serum With Hyaluronic Acid + Vitamin E Face Serum.,KSh 849,"KSh 1,450",41%,4.6 out of 5,4.6 out of 5(29)
1205,Velvex Dishwashing Liquid Orange 5 Litres,KSh 600,,,4.8 out of 5,4.8 out of 5(40)
1206,Stickie Art Home Décor Accents Wall Stickers & Murals Not Canvas,KSh 999,"KSh 1,899",47%,3.8 out of 5,3.8 out of 5(25)
1207,Vitron V527  SubWoofer Home Theatre 2.1 With Free Headset,"KSh 7,097","KSh 7,899",10%,4.1 out of 5,4.1 out of 5(29)
1208,Tusker Tusker Cider Can - 500ml - Pack Of 6,"KSh 1,412","KSh 1,541",8%,4.6 out of 5,4.6 out of 5(36)
1209,Men Casual Sneakers Breathable Sport Running Shoes- Blue,"KSh 1,290","KSh 1,596",19%,4.2 out of 5,4.2 out of 5(20)
1210,2 Tier Wall Mounted Storage Rack Organizer Shelf Non Porous Storage Box,KSh 739,"KSh 1,410",48%,3.8 out of 5,3.8 out of 5(4)
1211,Portable Smoothie Maker And Rechargeable Blender-blue,"KSh 1,350","KSh 2,000",33%,3.3 out of 5,3.3 out of 5(7)
1212,Garnier BRIGHT COMPLETE 30X VITAMIN BOOSTER SERUM 30 ML,KSh 999,"KSh 1,799",44%,4.2 out of 5,4.2 out of 5(10)
1213,Fashion Mens Thick High-quality Bomber Jackets Autumn Winter Trench Coats,"KSh 1,740","KSh 3,000 - KSh 3,135",44%,3.9 out of 5,3.9 out of 5(15)
1214,Maybelline Fit Me Matte & Poreless Setting Spray,"KSh 2,560","KSh 3,200",20%,4.3 out of 5,4.3 out of 5(57)
1215,"Ring Light-10inch Ring, And  Stand","KSh 1,700","KSh 2,500",32%,4.1 out of 5,4.1 out of 5(12)
1216,Qwen 32GB Memory Cards High-Speed  U3 For Smartphones,KSh 499,KSh 800,38%,4.2 out of 5,4.2 out of 5(1030)
1217,Pei Mei Retinol C Face Serum,KSh 321,KSh 400,20%,4.8 out of 5,4.8 out of 5(5)
1218,Fashion Men's Casual Striped Polo Vintage Long Sleeve T-Shirt - Multicolore,KSh 750,"KSh 1,300",42%,3.7 out of 5,3.7 out of 5(20)
1219,Solar Light 30W/50W/100W/200W/300W Dusk To Dawn SOLAR SECURITY FLOODLIGHT,"KSh 3,000 - KSh 8,100","KSh 5,000 - KSh 12,000",46%,4 out of 5,4 out of 5(9)
1220,Adjustable Laptop Stand Holder Foldable Black,"KSh 2,350","KSh 3,000",22%,4.2 out of 5,4.2 out of 5(537)
1221,"Itel A18, Display 5.0"",INCHES(32GB +1GB)(Dual Sim)FREE CLASSIC GIFTS PACK","KSh 7,300","KSh 11,000",34%,3.9 out of 5,3.9 out of 5(17)
1222,Fashion Mens Casual Solid Short Sleeve Shirts - Khaki,KSh 850,"KSh 1,667",49%,3.4 out of 5,3.4 out of 5(51)
1223,Fk 5000W Smart High Power Professional Hair Blow Dryer,"KSh 1,650","KSh 1,900",13%,3.9 out of 5,3.9 out of 5(36)
1224,Cerave SA Smoothing Cleanser With Salicylic Acid For Dry Rough Skin- 237ml,KSh 999,,,4.2 out of 5,4.2 out of 5(15)
1225,Fashion Mens Buckle Leather Belt  Canvas -Tactical Belts + Men Belt + Cap + Wallet,"KSh 1,000","KSh 1,800",44%,4.1 out of 5,4.1 out of 5(23)
1226,Fashion Mens Casual Long Sleeve Polos Shirt Business Trendy - White,KSh 820,"KSh 1,254",35%,3.2 out of 5,3.2 out of 5(18)
